Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Credit_Score,Age,Existing_Loans,Property_Area,Debt_to_Income,Loan_Status
Female,Yes,0,Graduate,Yes,46839,61571,4.2,360.0,1.0,685,28,0,Urban,0.0108,Y
Female,Yes,0,Graduate,No,17394,0,15.8,180.0,0.0,547,32,0,Semiurban,0.5046,N
Female,Yes,0,Graduate,No,46524,0,21.7,300.0,1.0,768,49,0,Urban,0.1555,Y
Male,No,0,Graduate,No,52459,0,17.5,360.0,1.0,587,32,1,Urban,0.0927,Y
Male,Yes,0,Graduate,No,14824,9562,14.3,300.0,1.0,735,49,0,Semiurban,0.1955,Y
Female,Yes,0,Graduate,No,117245,12416,7.7,360.0,1.0,549,21,0,Urban,0.0165,Y
Female,Yes,0,Graduate,No,51824,42038,6.5,240.0,1.0,704,41,0,Semiurban,0.0289,Y
Female,Yes,3+,Graduate,No,62068,81947,25.0,300.0,0.0,387,30,2,Urban,0.0579,Y
Female,No,0,Not Graduate,No,24766,0,17.5,300.0,1.0,630,44,0,Semiurban,0.2355,Y
Male,Yes,3+,Graduate,No,62649,13145,16.1,360.0,1.0,708,35,1,Semiurban,0.059,Y
Male,Yes,0,Graduate,No,76478,16189,8.0,240.0,0.0,462,47,1,Rural,0.036,N
Female,Yes,1,Graduate,No,50352,15011,11.2,120.0,0.0,462,33,2,Urban,0.1428,N
Female,Yes,2,Graduate,No,44148,85247,20.6,360.0,1.0,798,38,1,Semiurban,0.0442,Y
Female,No,0,Graduate,No,28373,0,23.8,360.0,1.0,566,47,1,Urban,0.233,Y
Female,Yes,0,Not Graduate,Yes,39811,0,18.2,300.0,1.0,699,37,0,Semiurban,0.1524,Y
Female,No,0,Not Graduate,No,34337,0,45.9,300.0,1.0,843,39,0,Semiurban,0.4456,Y
Male,Yes,0,Not Graduate,No,59042,32981,14.2,300.0,1.0,723,46,0,Urban,0.0514,Y
Male,Yes,3+,Not Graduate,No,29000,43920,43.5,360.0,1.0,713,37,1,Semiurban,0.1657,Y
Male,No,2,Graduate,No,58825,0,22.9,360.0,1.0,646,21,0,Urban,0.1081,Y
Male,Yes,0,Graduate,No,29159,15197,21.4,360.0,1.0,646,32,0,Urban,0.134,Y
Male,No,0,Not Graduate,No,38903,0,35.1,360.0,0.0,575,21,1,Urban,0.2506,N
Male,No,0,Graduate,No,60356,0,13.8,360.0,1.0,530,35,0,Semiurban,0.0635,Y
Male,Yes,0,Not Graduate,No,31198,51931,16.5,240.0,1.0,801,43,1,Rural,0.0827,Y
Male,Yes,,Graduate,No,61406,14475,9.6,300.0,1.0,729,39,2,Urban,0.0422,Y
Female,No,0,Not Graduate,No,58483,0,35.2,360.0,,553,53,1,Semiurban,0.1672,Y
Male,Yes,0,Graduate,No,38736,17600,24.6,360.0,1.0,802,52,0,Urban,0.1213,Y
Male,Yes,0,Not Graduate,No,79292,0,38.8,360.0,1.0,771,41,1,Urban,0.1359,Y
Female,Yes,0,Graduate,No,46115,13744,22.7,360.0,0.0,630,21,0,Rural,0.1053,Y
Male,Yes,1,Graduate,No,76967,37846,38.9,300.0,1.0,850,45,0,Semiurban,0.1129,Y
Male,No,0,Graduate,No,108742,0,12.8,300.0,1.0,719,30,1,Urban,0.0392,Y
Male,Yes,3+,Not Graduate,Yes,39315,23508,36.3,,1.0,848,48,0,Urban,0.1605,Y
Female,Yes,2,Not Graduate,No,61235,8817,15.8,180.0,1.0,712,41,1,Rural,0.1253,Y
Male,Yes,0,Graduate,No,32248,19914,20.1,300.0,1.0,751,45,1,Urban,0.1284,Y
Female,Yes,0,Graduate,No,26465,14849,31.1,180.0,0.0,540,44,0,Urban,0.4182,N
Male,Yes,2,Graduate,Yes,40226,0,81.2,360.0,,540,64,0,Semiurban,0.5607,Y
Male,No,3+,Not Graduate,No,22442,0,32.9,360.0,1.0,546,44,0,Semiurban,0.4072,Y
,Yes,2,Graduate,No,27756,39840,34.8,180.0,1.0,702,24,0,Semiurban,0.286,Y
Male,No,0,Graduate,No,59618,0,14.5,360.0,1.0,689,50,2,Rural,0.0676,Y
Female,No,3+,Graduate,Yes,34309,0,22.1,360.0,1.0,604,33,0,Urban,0.1789,Y
Female,Yes,0,Graduate,No,63276,0,19.0,360.0,1.0,685,53,1,Semiurban,0.0834,Y
Female,Yes,1,Graduate,No,51519,0,46.7,360.0,1.0,751,55,2,Urban,0.2518,Y
Male,Yes,3+,Graduate,No,111924,8284,18.4,240.0,1.0,826,45,1,Semiurban,0.0638,Y
Male,Yes,0,Not Graduate,No,57651,54198,44.6,240.0,0.0,528,24,0,Rural,0.1661,N
Female,No,3+,Not Graduate,No,77428,0,9.2,240.0,1.0,745,33,2,Semiurban,0.0495,Y
Male,No,0,Graduate,No,54227,0,46.5,360.0,1.0,850,53,0,Semiurban,0.2382,Y
Male,Yes,3+,Not Graduate,No,51829,8589,12.0,360.0,1.0,778,60,1,Rural,0.0552,Y
Male,Yes,0,Graduate,No,79409,0,33.5,360.0,1.0,641,39,2,Urban,0.1172,Y
Male,No,3+,Graduate,No,61970,0,12.0,300.0,1.0,719,35,0,Semiurban,0.0645,Y
Female,No,0,Graduate,No,49268,0,29.1,360.0,0.0,607,25,0,Rural,0.1641,N
Female,Yes,1,Graduate,No,49160,80753,11.3,360.0,1.0,767,25,1,Semiurban,0.0242,Y
Female,Yes,0,Not Graduate,Yes,58053,0,37.4,360.0,1.0,714,41,0,Urban,0.179,Y
Male,Yes,0,Graduate,No,31708,33402,33.4,240.0,1.0,754,46,2,Urban,0.2137,Y
Male,No,0,Graduate,No,31042,0,14.0,240.0,0.0,682,22,2,Urban,0.1879,N
Male,Yes,1,Not Graduate,Yes,90464,200000,28.4,180.0,1.0,615,47,1,Urban,0.0543,Y
Male,Yes,0,Graduate,No,112669,10363,35.5,360.0,0.0,471,53,0,Semiurban,0.0802,Y
Male,Yes,1,Not Graduate,No,27877,14212,11.5,360.0,1.0,765,45,0,Urban,0.0759,Y
Female,Yes,0,Not Graduate,No,31745,38993,10.8,180.0,0.0,576,56,0,Urban,0.0848,N
Female,Yes,3+,Graduate,No,78532,0,10.6,240.0,1.0,788,42,0,Semiurban,0.0562,Y
Male,,0,Not Graduate,No,57917,0,9.7,300.0,1.0,808,42,0,Semiurban,0.0558,Y
Female,Yes,0,Graduate,No,62206,43056,10.5,360.0,1.0,543,42,0,Semiurban,0.0277,Y
Female,Yes,0,Graduate,No,69446,0,35.0,360.0,1.0,635,53,1,Semiurban,0.14,Y
Male,Yes,0,Graduate,Yes,39326,11798,28.1,360.0,1.0,699,44,1,Urban,0.1527,Y
Female,Yes,0,Graduate,No,52312,0,7.3,360.0,1.0,618,32,3,Urban,0.0388,Y
Male,Yes,0,Not Graduate,No,50317,28644,14.8,180.0,1.0,667,43,0,Urban,0.1041,Y
Male,Yes,2,Graduate,No,28876,17694,10.0,240.0,0.0,475,43,0,Semiurban,0.0895,Y
Male,Yes,1,Graduate,No,51924,17116,33.7,300.0,0.0,551,36,0,Urban,0.1627,Y
Female,,1,Not Graduate,No,82360,11609,15.3,300.0,1.0,623,49,3,Semiurban,0.0543,Y
Male,Yes,0,Graduate,No,37531,36591,8.0,360.0,1.0,741,39,0,Urban,0.03,Y
Male,Yes,1,Graduate,No,47872,17119,22.2,300.0,1.0,791,46,2,Rural,0.1139,Y
Male,No,0,Graduate,No,49186,0,28.9,300.0,1.0,747,44,2,Semiurban,0.1959,Y
Male,No,2,Not Graduate,No,38471,0,11.3,,1.0,850,30,0,Semiurban,0.0816,Y
Female,Yes,0,Graduate,No,62221,28984,17.1,240.0,1.0,794,27,0,Rural,0.0781,Y
Female,Yes,0,Graduate,Yes,31570,15429,11.7,300.0,0.0,671,30,0,Semiurban,0.083,Y
Male,No,0,Graduate,No,86364,0,42.4,360.0,1.0,703,37,0,Semiurban,0.1364,Y
Male,Yes,2,Graduate,No,60664,9487,15.5,360.0,0.0,562,56,0,Rural,0.0614,N
Male,No,0,Graduate,No,27767,0,13.0,120.0,1.0,825,37,0,Semiurban,0.3901,Y
Male,No,1,Graduate,No,103674,0,19.5,360.0,1.0,687,42,1,Rural,0.0522,Y
Male,Yes,0,Graduate,No,48245,18574,17.7,360.0,1.0,713,48,0,Urban,0.0736,Y
Male,Yes,1,Graduate,Yes,30900,16849,30.4,360.0,1.0,695,34,0,Rural,0.1768,Y
Male,No,3+,Graduate,No,77055,0,41.7,360.0,0.0,639,33,1,Urban,0.1503,N
Female,Yes,0,Not Graduate,No,56803,11942,41.9,360.0,0.0,670,50,0,Urban,0.1693,N
Female,Yes,0,Graduate,No,18288,0,16.0,180.0,1.0,806,44,0,Semiurban,0.486,Y
Male,Yes,3+,Graduate,Yes,34104,0,24.1,300.0,1.0,683,32,0,Urban,0.2355,Y
Male,Yes,0,Graduate,No,50998,33010,49.1,360.0,1.0,726,33,0,Urban,0.1624,Y
Female,No,0,Graduate,No,15066,0,50.2,360.0,1.0,740,39,2,Urban,0.9255,Y
Male,No,1,Graduate,No,46283,0,11.9,240.0,1.0,842,42,1,Semiurban,0.1071,Y
Female,No,1,Graduate,No,48002,0,28.7,360.0,1.0,549,52,0,Rural,0.1661,Y
Female,Yes,,Graduate,No,24545,0,25.9,240.0,1.0,711,44,0,Semiurban,0.4397,Y
Male,Yes,2,Not Graduate,No,50783,10055,35.0,360.0,1.0,652,27,0,Rural,0.1598,Y
Male,Yes,0,Graduate,,44522,10178,42.4,360.0,0.0,542,29,0,Semiurban,0.2153,N
Female,Yes,0,Not Graduate,No,24449,28500,10.8,240.0,1.0,633,41,1,Urban,0.085,Y
Male,Yes,2,Graduate,No,70248,42733,13.3,360.0,1.0,759,40,0,Urban,0.0327,Y
Female,No,0,Not Graduate,No,67436,0,34.6,360.0,0.0,369,29,0,Semiurban,0.1425,N
Female,No,0,Graduate,No,38374,0,22.0,240.0,1.0,698,50,0,Urban,0.2389,Y
Male,Yes,1,Graduate,No,40163,0,5.3,360.0,1.0,546,21,1,Urban,0.0367,Y
Male,Yes,2,Not Graduate,No,63776,12788,7.4,180.0,1.0,648,42,0,Semiurban,0.0537,Y
Female,Yes,2,Graduate,No,40122,0,29.9,300.0,0.0,571,21,2,Semiurban,0.2484,N
Male,Yes,3+,Graduate,No,16891,44922,33.2,360.0,1.0,673,48,0,Urban,0.1492,Y
Male,No,2,Graduate,No,56583,0,8.9,360.0,1.0,771,35,0,Rural,0.0437,Y
,Yes,0,Not Graduate,Yes,29536,0,38.8,240.0,1.0,822,46,2,Semiurban,0.5473,N
Male,No,0,Graduate,No,36500,0,17.8,360.0,1.0,850,34,1,Semiurban,0.1355,Y
Female,Yes,,Not Graduate,No,91944,26141,10.9,120.0,0.0,589,53,0,Rural,0.0769,N
Female,Yes,0,Graduate,No,41482,15394,14.4,360.0,1.0,814,21,1,Urban,0.0703,Y
Male,No,1,Graduate,,44394,0,9.6,240.0,1.0,842,48,0,Semiurban,0.0901,Y
Male,Yes,1,Graduate,No,57230,0,13.9,360.0,1.0,667,31,1,Rural,0.0675,Y
Male,Yes,0,Graduate,Yes,57106,47300,6.5,360.0,0.0,701,42,0,Semiurban,0.0173,Y
Male,Yes,3+,Graduate,No,28012,107620,19.2,180.0,1.0,514,43,2,Rural,0.0786,Y
Male,Yes,0,Graduate,No,43039,26095,28.6,240.0,1.0,737,23,0,Semiurban,0.1724,Y
Female,No,0,Graduate,No,45165,0,8.9,240.0,1.0,850,49,1,Semiurban,0.0821,Y
Male,,3+,Graduate,No,50818,0,20.3,360.0,0.0,599,42,1,Urban,0.111,Y
Male,No,0,Graduate,No,51257,0,12.4,300.0,1.0,693,39,0,Rural,0.0806,Y
Female,Yes,0,Not Graduate,No,161736,10962,30.0,360.0,1.0,692,42,2,Rural,0.0483,Y
Male,Yes,0,Not Graduate,No,24639,0,5.0,120.0,1.0,842,39,0,Rural,0.1691,Y
,No,2,Not Graduate,No,72406,0,30.8,120.0,1.0,567,47,0,Semiurban,0.3545,Y
Male,Yes,2,Graduate,No,80153,25039,6.7,360.0,1.0,675,33,1,Urban,0.0177,Y
Male,Yes,2,Not Graduate,No,56749,7349,17.7,360.0,1.0,786,47,3,Urban,0.0767,Y
Female,Yes,1,Graduate,No,32043,17156,13.1,360.0,1.0,739,44,0,Rural,0.074,Y
Female,Yes,0,Graduate,No,101960,7937,16.2,360.0,1.0,817,36,3,Urban,0.0409,Y
Female,Yes,2,Not Graduate,No,14824,14592,8.0,360.0,0.0,651,58,0,Urban,0.0755,N
Female,Yes,2,Not Graduate,No,31520,41856,54.4,180.0,,668,43,2,Semiurban,0.4119,Y
Female,Yes,0,Graduate,No,79685,52143,9.3,240.0,1.0,762,40,1,Semiurban,0.0294,Y
Male,Yes,0,Graduate,No,36862,0,9.7,240.0,1.0,591,44,0,Semiurban,0.1096,Y
Male,,3+,Graduate,No,98541,0,59.0,360.0,1.0,528,37,2,Semiurban,0.1663,Y
Female,Yes,2,Graduate,No,20829,0,24.4,300.0,1.0,655,51,0,Semiurban,0.3905,Y
Female,No,2,Not Graduate,Yes,25437,0,9.5,360.0,1.0,717,38,1,Rural,0.1037,Y
Female,Yes,2,Graduate,No,34002,9947,18.6,360.0,1.0,637,47,2,Urban,0.1176,Y
Male,Yes,0,Not Graduate,,54650,35866,17.4,360.0,0.0,606,26,2,Urban,0.0534,N
Male,No,1,Graduate,No,39695,0,7.3,180.0,0.0,595,21,1,Semiurban,0.1022,N
Female,Yes,0,Not Graduate,No,34711,15066,12.7,300.0,1.0,543,42,0,Rural,0.085,Y
Male,No,0,Not Graduate,Yes,90237,0,19.8,180.0,0.0,541,34,1,Urban,0.1219,N
Female,Yes,1,Graduate,No,94535,30017,42.9,300.0,1.0,795,36,1,Urban,0.1148,Y
Female,Yes,0,Graduate,Yes,36055,0,17.9,240.0,1.0,754,21,2,Semiurban,0.2069,N
Male,Yes,1,Not Graduate,No,18866,30371,18.8,120.0,0.0,527,57,0,Semiurban,0.3182,N
Female,,0,Graduate,No,15082,15460,12.3,360.0,0.0,646,39,0,Rural,0.1119,N
Female,No,0,Graduate,No,49993,0,38.8,360.0,0.0,748,53,0,Rural,0.2156,N
Male,Yes,0,Graduate,No,61573,0,34.5,360.0,1.0,672,23,0,Semiurban,0.1556,Y
Female,No,0,Graduate,No,45775,0,32.3,240.0,1.0,777,39,0,Semiurban,0.294,Y
Male,No,0,Not Graduate,No,42811,0,21.5,360.0,0.0,643,42,0,Urban,0.1395,N
Female,Yes,0,Graduate,No,29665,20568,7.7,360.0,,667,39,1,Semiurban,0.0426,Y
Male,Yes,3+,Not Graduate,No,61543,8008,38.6,360.0,0.0,488,41,0,Semiurban,0.1542,N
Female,No,0,Graduate,No,102651,0,20.8,360.0,1.0,850,23,1,Urban,0.0563,Y
Male,No,0,Not Graduate,No,14641,0,16.7,360.0,1.0,808,41,2,Urban,0.3168,Y
Male,Yes,1,Graduate,No,42670,8555,26.3,240.0,1.0,685,29,0,Rural,0.2139,Y
Female,Yes,1,Graduate,No,27305,0,23.0,360.0,1.0,819,31,0,Semiurban,0.234,Y
Male,Yes,0,Graduate,No,21052,116921,10.6,360.0,0.0,640,38,0,Semiurban,0.0213,Y
Male,No,2,Not Graduate,No,25210,0,16.6,240.0,1.0,819,34,1,Urban,0.2744,Y
Female,Yes,2,Graduate,No,53629,16837,6.4,300.0,1.0,549,35,1,Semiurban,0.0303,Y
Female,No,0,Not Graduate,No,54311,0,21.1,240.0,1.0,673,50,0,Rural,0.1619,Y
Male,Yes,0,Graduate,No,92055,0,44.6,,1.0,850,36,1,Urban,0.1346,Y
Female,Yes,3+,Graduate,No,44551,12451,6.8,360.0,1.0,850,34,0,Semiurban,0.0331,Y
Male,Yes,2,Not Graduate,No,18414,18578,21.7,360.0,1.0,675,37,2,Urban,0.1629,Y
,,1,Graduate,No,39376,0,30.0,360.0,1.0,673,26,0,Semiurban,0.2116,Y
Male,Yes,0,Graduate,No,22177,46101,32.8,240.0,1.0,771,40,2,Rural,0.2002,Y
Female,Yes,0,Graduate,No,24260,23322,12.8,360.0,0.0,621,46,0,Semiurban,0.0747,Y
Female,Yes,1,Graduate,No,59295,10915,10.4,120.0,1.0,758,41,0,Rural,0.1234,Y
Female,Yes,0,Graduate,No,48878,39678,14.1,300.0,0.0,395,38,1,Rural,0.0531,N
Female,Yes,0,Graduate,No,59503,11262,41.0,360.0,1.0,689,45,0,Rural,0.1609,Y
Male,,1,Graduate,No,37096,0,7.2,360.0,1.0,782,32,0,Rural,0.0539,Y
Male,Yes,0,Graduate,No,65859,0,9.7,360.0,1.0,498,38,1,Urban,0.0409,Y
Male,Yes,2,Not Graduate,No,36073,83708,15.3,180.0,1.0,564,53,0,Rural,0.071,Y
Male,Yes,2,Graduate,No,77524,6128,11.2,240.0,0.0,430,35,0,Urban,0.0558,Y
Male,No,0,Graduate,No,52697,0,19.6,360.0,1.0,769,45,0,Urban,0.1033,Y
Female,Yes,2,Graduate,Yes,39995,0,46.9,120.0,1.0,626,45,2,Urban,0.9772,N
Male,No,0,Not Graduate,Yes,49318,0,9.8,300.0,0.0,482,30,0,Urban,0.0662,N
Male,No,2,Graduate,Yes,43962,0,18.4,300.0,0.0,595,46,1,Semiurban,0.1395,N
Male,Yes,0,Graduate,No,98524,12256,20.0,300.0,0.0,478,31,0,Semiurban,0.0602,Y
Female,Yes,0,Not Graduate,No,50147,24328,16.4,300.0,1.0,751,43,0,Urban,0.0734,Y
Female,No,1,Graduate,No,44320,0,7.8,300.0,1.0,850,31,0,Semiurban,0.0587,Y
Male,Yes,0,Not Graduate,No,39370,9545,13.7,360.0,1.0,677,41,0,Semiurban,0.0778,Y
Male,Yes,3+,Graduate,No,67615,45100,13.7,180.0,1.0,535,39,0,Rural,0.0675,Y
,No,0,Graduate,No,63193,0,29.4,,1.0,669,39,0,Urban,0.1938,Y
Male,Yes,0,Not Graduate,No,38680,7766,25.8,360.0,1.0,754,41,0,Urban,0.1543,Y
Female,No,0,Graduate,No,24889,0,7.9,300.0,1.0,745,32,0,Urban,0.1058,Y
Female,Yes,0,Graduate,Yes,28255,23178,15.9,300.0,1.0,785,25,1,Urban,0.103,Y
Male,No,0,Graduate,Yes,40454,0,14.9,300.0,1.0,657,39,1,Semiurban,0.1228,Y
Male,Yes,1,Not Graduate,No,87070,0,64.9,240.0,0.0,565,50,0,Semiurban,0.3106,N
Female,Yes,2,Graduate,No,39140,17236,23.9,240.0,1.0,489,44,1,Urban,0.1766,Y
Male,Yes,2,Graduate,No,32956,23134,10.5,360.0,0.0,645,43,2,Urban,0.052,N
Male,No,3+,Graduate,No,18391,0,12.6,300.0,0.0,472,32,2,Urban,0.2284,N
Female,Yes,0,Graduate,No,94539,37132,16.0,300.0,1.0,728,40,1,Rural,0.0405,Y
Female,Yes,1,Graduate,No,58954,0,25.0,180.0,1.0,632,29,0,Urban,0.2356,Y
Female,Yes,0,Graduate,Yes,66039,54373,26.9,240.0,1.0,702,33,0,Rural,0.0931,Y
Female,Yes,1,Graduate,Yes,71743,0,22.7,300.0,0.0,676,42,0,Semiurban,0.1055,Y
Male,Yes,0,Graduate,No,40849,0,17.7,300.0,1.0,671,21,1,Urban,0.1444,Y
Male,Yes,3+,Graduate,No,46272,23286,18.5,360.0,1.0,643,57,0,Rural,0.0739,Y
Female,Yes,1,Graduate,No,93368,8984,18.6,120.0,1.0,710,23,0,Rural,0.1514,Y
Male,Yes,3+,Graduate,No,48523,31879,6.9,360.0,1.0,652,59,2,Semiurban,0.0238,Y
Male,Yes,2,Not Graduate,No,59502,0,19.4,360.0,0.0,505,29,2,Semiurban,0.0906,N
Female,Yes,3+,Graduate,No,68547,46544,14.2,360.0,0.0,758,29,2,Semiurban,0.0343,Y
Male,No,2,Graduate,No,61173,0,7.5,360.0,1.0,543,34,0,Urban,0.0341,Y
Male,Yes,0,Graduate,No,41602,7735,85.7,360.0,1.0,769,33,2,Urban,0.4825,Y
Male,Yes,0,Not Graduate,Yes,43611,64453,24.2,240.0,1.0,698,31,1,Rural,0.0933,Y
Male,Yes,0,Graduate,No,65436,25007,20.2,300.0,0.0,516,34,1,Rural,0.0744,Y
Male,No,0,Graduate,No,65382,0,16.1,180.0,1.0,741,39,0,Urban,0.1368,Y
Male,No,0,Graduate,No,79548,0,31.1,360.0,0.0,593,28,2,Rural,0.1086,N
Male,No,0,Graduate,No,58428,0,10.0,240.0,1.0,829,47,0,Semiurban,0.0713,Y
Female,Yes,0,Not Graduate,Yes,59773,71157,16.6,360.0,1.0,608,54,0,Urban,0.0352,Y
Female,Yes,3+,Graduate,No,35486,21928,11.3,300.0,1.0,664,21,0,Semiurban,0.0656,Y
Female,Yes,3+,Graduate,Yes,33171,31068,31.0,360.0,1.0,801,58,1,Semiurban,0.134,Y
Female,Yes,0,Not Graduate,No,65533,34878,12.2,240.0,0.0,572,46,1,Rural,0.0506,N
Male,Yes,0,Graduate,Yes,33287,17417,38.9,360.0,1.0,759,41,3,Rural,0.2131,Y
Male,No,0,Not Graduate,No,43899,0,18.9,360.0,0.0,699,32,0,Urban,0.1196,N
Female,No,0,Graduate,No,88390,0,32.0,300.0,0.0,641,40,0,Semiurban,0.1207,Y
Male,No,2,Not Graduate,No,81657,0,25.5,360.0,,535,48,1,Rural,0.0867,N
Female,Yes,0,Not Graduate,Yes,51580,42594,37.9,300.0,1.0,678,67,0,Rural,0.1341,Y
Male,No,1,Graduate,No,38251,0,11.5,240.0,1.0,820,62,0,Urban,0.1253,Y
Female,Yes,2,Not Graduate,Yes,41702,48370,34.6,360.0,1.0,724,21,0,Semiurban,0.1067,Y
Male,Yes,2,Graduate,No,68448,7590,6.6,300.0,0.0,572,36,1,Rural,0.0289,N
Female,No,0,Graduate,Yes,43554,0,20.6,240.0,1.0,745,39,2,Urban,0.1971,Y
Male,Yes,1,Graduate,No,33552,28953,14.5,300.0,1.0,594,53,0,Semiurban,0.0773,Y
Female,Yes,0,Graduate,No,81462,20596,8.6,360.0,0.0,569,37,0,Rural,0.0234,Y
Male,Yes,0,Not Graduate,No,48572,0,11.8,360.0,1.0,703,30,0,Urban,0.0675,Y
Male,No,,Graduate,No,33235,0,13.7,360.0,1.0,701,39,1,Rural,0.1145,Y
Female,No,0,Not Graduate,No,56357,0,17.9,360.0,1.0,675,34,1,Urban,0.0882,Y
Male,Yes,0,Graduate,No,72086,19069,14.7,180.0,0.0,562,49,2,Urban,0.0896,N
Female,No,0,Graduate,No,26800,0,21.1,300.0,1.0,700,64,3,Urban,0.2624,Y
Female,Yes,1,Graduate,Yes,40126,0,12.2,360.0,0.0,721,48,3,Urban,0.0845,N
Male,,2,Graduate,No,39209,0,15.1,360.0,1.0,512,48,0,Urban,0.107,Y
Female,No,0,Not Graduate,No,55611,0,16.9,180.0,0.0,653,52,1,Semiurban,0.1688,N
Female,No,0,Not Graduate,No,60840,0,22.4,300.0,1.0,702,43,2,Urban,0.1227,Y
Female,No,2,Not Graduate,No,33667,0,33.4,360.0,1.0,704,34,1,Rural,0.2756,N
Male,Yes,0,Not Graduate,No,21028,10917,33.5,360.0,0.0,553,35,2,Semiurban,0.2913,N
Male,No,3+,Graduate,No,74302,0,23.2,360.0,1.0,755,50,0,Semiurban,0.0867,Y
Female,Yes,1,Graduate,No,25337,39825,26.0,180.0,1.0,796,41,0,Semiurban,0.2217,Y
Female,No,0,Graduate,No,50797,0,24.2,360.0,1.0,539,27,0,Semiurban,0.1323,Y
Male,Yes,0,Graduate,No,41523,0,16.6,120.0,1.0,850,52,0,Semiurban,0.3331,N
Female,No,0,Graduate,Yes,48109,0,34.5,360.0,1.0,723,29,1,Urban,0.1992,Y
Male,Yes,0,Graduate,Yes,101277,32329,11.6,360.0,1.0,720,26,0,Rural,0.0241,Y
Male,Yes,0,Graduate,No,202631,9300,5.9,300.0,1.0,585,28,1,Semiurban,0.0093,Y
Male,Yes,1,Graduate,No,19600,29173,10.8,120.0,1.0,659,41,0,Urban,0.1845,Y
Male,Yes,0,Not Graduate,No,72544,0,46.6,360.0,1.0,832,49,2,Semiurban,0.1784,Y
Female,Yes,0,Graduate,No,41023,0,16.8,360.0,0.0,596,41,2,Semiurban,0.1138,N
Male,No,1,Graduate,,74901,0,23.7,360.0,1.0,747,32,1,Urban,0.0879,Y
Female,Yes,0,Graduate,No,71584,19474,17.0,360.0,1.0,668,29,0,Rural,0.0519,Y
Female,Yes,0,Not Graduate,No,89758,92363,28.1,180.0,1.0,850,46,0,Semiurban,0.0857,Y
Female,Yes,0,Not Graduate,No,51148,29277,21.0,360.0,1.0,696,37,1,Semiurban,0.0725,Y
Male,Yes,0,Graduate,No,28430,0,19.3,360.0,0.0,692,42,3,Semiurban,0.1886,N
Male,Yes,1,Graduate,Yes,70532,118133,29.0,,1.0,696,36,1,Rural,0.0512,Y
Female,Yes,0,Not Graduate,No,47052,39376,15.2,360.0,1.0,741,41,2,Urban,0.0489,Y
Female,Yes,2,Graduate,No,39461,16021,25.1,360.0,1.0,742,42,1,Semiurban,0.1257,Y
Male,Yes,0,Not Graduate,No,34957,0,18.1,360.0,1.0,793,65,1,Urban,0.1438,Y
Female,Yes,0,Not Graduate,No,73362,34361,18.8,240.0,1.0,776,42,1,Semiurban,0.0727,Y
Female,Yes,0,Graduate,No,98882,0,12.3,240.0,1.0,667,34,1,Urban,0.0518,Y
Female,Yes,1,Graduate,No,24400,24191,17.6,360.0,1.0,814,40,1,Urban,0.1006,Y
Female,Yes,0,Graduate,No,60535,0,14.5,300.0,1.0,621,28,0,Rural,0.0798,Y
Female,Yes,0,Graduate,Yes,36820,6771,39.6,180.0,1.0,603,27,2,Semiurban,0.5047,Y
Male,No,1,Not Graduate,No,21298,0,7.3,360.0,1.0,684,52,2,Urban,0.0952,Y
Female,No,0,Not Graduate,No,47756,0,34.2,240.0,1.0,745,41,1,Semiurban,0.2984,Y
Female,No,0,Not Graduate,No,29244,0,7.1,300.0,1.0,618,50,1,Semiurban,0.0809,Y
Male,Yes,1,Graduate,No,20153,14716,27.7,240.0,1.0,703,21,0,Urban,0.331,Y
Male,No,0,Graduate,No,30005,0,12.2,360.0,1.0,585,27,2,Urban,0.1129,Y
Male,No,1,Graduate,No,26532,0,28.2,300.0,1.0,686,41,3,Rural,0.3543,N
Female,No,0,Graduate,No,32101,0,18.7,360.0,1.0,797,29,2,Semiurban,0.1618,Y
Female,Yes,1,Graduate,No,22858,13813,8.5,360.0,1.0,634,22,0,Urban,0.0644,Y
Male,Yes,1,Graduate,No,36404,16164,45.4,120.0,1.0,600,26,2,Rural,0.7197,N
Female,No,0,Graduate,No,31051,0,32.0,300.0,0.0,624,34,0,Semiurban,0.3435,N
Male,Yes,1,Not Graduate,No,53520,14278,27.2,300.0,0.0,519,43,1,Urban,0.1337,N
Female,Yes,2,Graduate,Yes,59681,0,13.7,360.0,1.0,850,57,3,Urban,0.0638,Y
Female,Yes,0,Not Graduate,No,50517,11971,32.7,360.0,1.0,727,26,0,Urban,0.1454,Y
Female,Yes,0,Graduate,No,39430,0,9.3,360.0,1.0,802,27,0,Rural,0.0655,Y
Male,Yes,2,Graduate,Yes,38901,0,,300.0,0.0,472,22,0,Urban,0.0454,N
Male,Yes,1,Not Graduate,No,29187,52758,7.9,300.0,0.0,631,44,0,Urban,0.0321,N
Male,Yes,0,Graduate,No,29540,60751,11.6,360.0,1.0,619,39,0,Rural,0.0357,Y
Male,Yes,2,Graduate,No,63057,0,12.8,360.0,1.0,694,27,1,Urban,0.0564,Y
Female,Yes,0,Graduate,No,18401,28013,15.5,360.0,1.0,642,29,2,Semiurban,0.0928,Y
Female,Yes,1,Graduate,No,42601,14613,15.9,360.0,1.0,804,37,2,Urban,0.0772,Y
